category,exam1_score,exam2_score,student_name
Category2,16,102,Paulette Gusikowski
Category1,33,136,Miranda Schuster
Category2,5,197,Leland Breitenberg
Category1,46,154,Mae Keebler
Category2,18,157,Dale Heathcote
Category1,43,113,Latoya Ziemann DDS
Category2,11,124,Joe Mayert
Category1,9,176,Mrs. Elisa Schuster
Category2,14,165,Perry Kassulke
Category1,54,200,Ms. Antonia Hessel
Category2,80,115,Israel Aufderhar
Category1,46,193,Max Metz
Category2,96,174,Mattie Emard
Category1,20,134,Meghan Upton
Category2,99,130,Benny Gulgowski
Category1,5,134,Annette Marvin
Category2,41,123,Denise Gulgowski
Category1,18,182,Gina Smitham
Category2,5,179,Mr. Roland Doyle
Category1,6,152,Hector Anderson I
Category2,35,109,Spencer Franecki
Category1,96,190,Nicole Rogahn Sr.
Category2,11,176,Jesus Hane
Category1,34,188,Alicia Feil
Category2,16,177,Della Fritsch DDS
Category1,87,183,Sean Koss
Category2,26,135,Emily Windler
Category1,58,157,Mr. Alvin Lesch
Category2,61,119,Flora Bernhard MD
Category1,65,199,Dr. Nick Braun
Category2,33,126,Dr. Renee Marquardt
Category1,57,194,Marian Heller
Category2,7,198,Ms. Suzanne Olson
Category1,14,129,Dustin Lynch
Category2,46,156,Ryan Stark
Category1,88,150,Mrs. Shawna Pfeffer PhD
Category2,33,104,Dorothy Kautzer III
Category1,11,125,Rene Howe
Category2,14,156,Winston Aufderhar-Kris DDS
Category1,44,149,Andrea Shanahan
Category2,1,118,Carrie Kuvalis
Category1,78,145,Mr. Dallas Gulgowski
Category2,86,115,Devin Waelchi-Kshlerin
Category1,10,155,Brooke Muller
Category2,60,118,Orlando Dibbert
Category1,4,166,Stacey Waelchi
Category2,98,143,Boyd Klein
Category1,15,156,Dr. Saul Bosco
Category2,9,109,Paulette Wisoky
Category1,39,193,Amanda Feeney
Category2,89,167,Ms. Phyllis Toy II
Category1,31,116,Hubert Boyle
Category2,34,171,Marc Runolfsdottir Jr.
Category1,90,117,Mr. Luis Ankunding
Category2,53,146,Kathleen Kunze
Category1,83,101,Rosemary Rohan
Category2,87,184,Rafael Schaden
Category1,85,182,Dr. Jim Hirthe
Category2,92,103,Loretta Schmeler
Category1,75,143,Ann Schultz
Category2,83,167,Miss Daisy Johns
Category1,14,115,Brandi Ritchie
Category2,5,181,Miss Lorene Hackett
Category1,33,115,Kirk Koss
Category2,25,135,Wilma McClure
Category1,90,142,Daisy Watsica-Bosco
Category2,41,191,Myra Hilpert
Category1,65,154,Pat Toy
Category2,45,146,Darren Schroeder
Category1,2,184,Phil Windler V
Category2,20,171,Bridget Kohler
Category1,19,146,Shawna Mohr
Category2,59,200,Chester Kovacek
Category1,81,109,Diane Hayes
Category2,45,162,Wanda Terry-Kozey
Category1,44,153,Jeremy Doyle-Lockman
Category2,69,142,Janis Trantow
Category1,49,105,Antoinette Dickinson
Category2,39,155,Jay Simonis
Category1,5,175,Shannon Bins Sr.
Category2,62,191,Herbert Walker
Category1,27,195,Tyrone Lesch
Category2,55,126,Francisco Hilll
Category1,1,160,Tyler Schuppe-Langosh
Category2,41,197,Brent Dare
Category1,64,185,Marc O'Conner
Category2,91,114,George Hodkiewicz DDS
Category1,32,111,Mr. Marcos Hahn DDS
Category2,55,150,Chris Murazik
Category1,55,159,Kirk Botsford
Category2,49,163,Jody Jacobi
Category1,34,187,Dr. Wilbert Kuhn V
Category2,46,188,Naomi Shields
Category1,63,153,Mike Lemke
Category2,66,142,Audrey Botsford
Category1,71,128,Denise Schulist DVM
Category2,35,193,Jill Keebler
Category1,26,192,Dexter Fahey MD
Category2,25,146,Casey Walker
Category1,33,110,Dustin Hintz
Category2,27,123,Shawn Altenwerth
Category1,81,104,Abraham Lehner
Category2,6,181,Charlene Volkman
Category1,64,159,Miss Francis Koepp II
Category2,13,180,Otis Ledner
Category1,67,159,Ida MacGyver
Category2,22,132,Terrell Shields
Category1,6,184,Marianne Langosh-Hessel
Category2,7,124,Ebony Berge
Category1,73,112,Nancy Gulgowski
Category2,52,121,Mr. Nathan Rogahn
Category1,1,144,Sonia Treutel
Category2,21,173,Elijah Schaefer
Category1,5,199,Anne Goldner
Category2,50,165,Sheldon Mitchell
Category1,74,132,Dr. Myrtle Farrell
Category2,86,101,Megan Runolfsson
Category1,38,179,Beatrice Toy
Category2,30,180,Louis Wolf Jr.
Category1,79,141,Mack O'Keefe
Category2,34,180,Alfredo Feil
Category1,21,193,Jeannie Rogahn
Category2,2,138,Samuel Daniel
Category1,64,113,Genevieve Franey
Category2,9,144,Dr. Maureen Simonis
Category1,51,176,Dr. Kenny Fisher
Category2,75,163,Christina Schmeler
Category1,86,113,George Prosacco
Category2,65,102,Mrs. Lynette Wisoky
Category1,62,130,Christina O'Keefe
Category2,4,157,Gary Price
Category1,30,185,Leslie Marks
Category2,84,189,Dr. Allen Bahringer
Category1,63,193,Darnell Watsica
Category2,50,162,Janis Dickens V
Category1,71,149,Deanna Goodwin
Category2,90,169,Whitney Abshire
Category1,71,104,Bradley Cruickshank
Category2,90,196,Mr. Ronald Von
Category1,96,102,Cody Terry
Category2,48,149,Ora Rolfson
Category1,83,135,Dr. Stacy Franey
Category2,52,177,Jan Abshire
Category1,65,184,Roxanne Powlowski
Category2,23,170,Gwen Dicki
Category1,41,102,Monique Barton
Category2,43,175,Saul Heaney
Category1,12,118,Shane Welch
Category2,4,159,Hope Mante
Category1,82,169,Geneva Spinka-Sporer
Category2,34,117,Bill Zieme
Category1,75,133,Eunice Ziemann
Category2,36,170,Dr. Gilberto Nikolaus
Category1,8,175,Rogelio Greenfelder
Category2,51,130,Kelvin Barton
Category1,82,127,Kirk Rau
Category2,53,195,Timothy Blick-Hickle
Category1,49,139,Louis Marquardt II
Category2,72,161,Joan Mayer
Category1,17,105,Elizabeth Barrows
Category2,79,128,Charlotte Huels
Category1,31,170,Terry Denesik
Category2,67,197,Jeff Daugherty
Category1,24,180,Wendy Kemmer
Category2,98,135,Jonathan Dickens
Category1,68,134,Richard Zemlak
Category2,81,179,Salvatore Satterfield
Category1,14,113,Jane Walter Jr.
Category2,87,121,Myron Boehm-Lang
Category1,26,181,Kate Dare
Category2,33,150,Saul Feil
Category1,60,108,Mr. Christopher O'Hara V
Category2,92,133,Doug Paucek
Category1,51,114,Mr. Kyle Hermiston
Category2,88,141,Patti Ullrich
Category1,63,102,Mack Yundt
Category2,90,169,Manuel Gislason
Category1,27,124,Ethel Crona
Category2,39,188,Shawna Leannon
Category1,89,129,Marsha Hudson
Category2,89,189,Theodore Stanton
Category1,22,148,Freda Heaney
Category2,62,156,Dorothy Collier II
Category1,11,147,Derek Zboncak V
Category2,56,120,Marty Borer
Category1,3,176,Tara Bosco
Category2,56,192,Rosie Schmidt
Category1,69,126,Tom Nitzsche
Category2,5,124,Shaun Stamm II
Category1,78,141,Mamie Doyle
Category2,97,191,Kristi Veum
Category1,99,129,Brent West
Category2,51,143,Miss Jackie Thompson IV
Category1,61,188,Bridget Stanton
Category2,24,174,Rene Reilly
Category1,24,142,Lola Collins
Category2,65,197,Sherri Schulist
Category1,68,177,Rufus Sanford
Category2,58,166,Ronnie Franey
Category1,63,161,Roberto Brakus
Category2,80,191,Terry Harvey
Category1,69,152,Colleen Rutherford
Category2,20,157,Gordon Dooley
Category1,2,191,Gilbert Veum
Category2,86,175,Stephen Walter
Category1,97,102,Catherine Halvorson
Category2,78,113,Tammy Crist
Category1,16,135,Kim Hammes
Category2,56,187,Renee Gulgowski-Oberbrunner
Category1,2,173,Ora Moore
Category2,35,158,Agnes Hickle
Category1,66,115,Tomas Fadel-Rippin
Category2,72,165,Rosa Braun
Category1,21,133,Darrell Ziemann Sr.
Category2,1,140,Miss Bonnie Hyatt
Category1,17,166,Josh Hayes
Category2,8,193,Jo Streich
Category1,62,194,Mr. Julio Maggio
Category2,59,135,Dr. Michele Beier
Category1,20,182,Byron Wuckert
Category2,97,195,Mr. Bruce Hintz
Category1,31,136,Melanie Bins
Category2,47,137,Rosemary Zieme
Category1,60,166,Mr. Clay Metz
Category2,49,145,Gail Shanahan
Category1,96,108,Mattie Raynor
Category2,86,101,Stuart Jacobi
Category1,15,119,Leo Bogan
Category2,42,191,Sheri DuBuque
Category1,14,134,Edwin Kunde
Category2,1,173,Fannie Beatty
Category1,7,114,Alexis Kassulke
Category2,67,150,Laverne Kohler-Grimes
Category1,53,132,Ignacio Shanahan DDS
Category2,68,140,Carroll Hahn
Category1,12,200,Rosalie Hoppe
Category2,95,168,Corey Abshire
Category1,37,145,Heidi Stark
Category2,3,112,Elijah Dare
Category1,7,154,Estelle Rosenbaum
Category2,68,109,Pearl Heidenreich
Category1,14,113,Dr. Archie Balistreri
Category2,31,169,Wilfred Buckridge
Category1,90,185,Kelly Ullrich
Category2,77,125,Edith Hamill
Category1,9,114,Janis Zieme
Category2,99,163,Randy Breitenberg
Category1,8,199,Heather Pacocha III
Category2,44,164,Frederick Nolan-Lubowitz
Category1,73,177,Hugh Abernathy
Category2,64,179,Kristin Shields
Category1,86,118,Nicolas Altenwerth
Category2,96,132,Allison Stiedemann
Category1,23,150,Marcus Medhurst-Kuhic
Category2,74,195,Virgil O'Reilly
Category1,10,188,Albert Schmeler
Category2,54,138,Lula Boyle IV
Category1,35,132,Amos Zboncak
Category2,42,174,Lena Zieme
Category1,87,184,Henry Murphy
Category2,15,141,Daisy Welch
Category1,23,128,Rachael Brekke
Category2,26,107,Sam Mayert
Category1,94,127,Dale Kutch
Category2,31,198,Earnest Bruen
Category1,47,127,Phillip Rath
Category2,58,178,Doris D'Amore
Category1,93,106,Sherri O'Kon
Category2,95,182,Archie Bayer
Category1,49,169,Emilio Strosin
Category2,97,156,Kristie Dibbert
Category1,54,168,Jackie Mann-Zulauf
Category2,89,190,Timothy Harber
Category1,54,135,Domingo Batz
Category2,83,107,Willard Nader
Category1,93,124,Russell Ledner
Category2,33,178,Georgia Murazik V
Category1,27,145,Rhonda Purdy
Category2,75,119,Cindy Klein
Category1,21,180,Herbert Okuneva
Category2,21,189,Jacqueline Brakus
Category1,25,113,Ms. Anne Block
Category2,98,179,Yvonne Gulgowski
Category1,83,130,Mr. Shannon Kohler
Category2,89,169,Harry Franey
Category1,6,193,Elsa Murazik
Category2,80,178,Blake Johnson
Category1,39,196,Marsha Collins
Category2,34,157,Manuel Auer
Category1,99,200,Dr. Leslie Marks
Category2,77,173,Mr. Rodney O'Connell
Category1,61,130,Nicholas Hartmann I
Category2,89,195,Dr. Sheldon Swift
Category1,98,163,Helen Stiedemann-Gleason
Category2,56,196,Tom Grimes
Category1,61,107,Ginger Prosacco
Category2,93,163,Jenna Streich
Category1,3,128,Jared Leffler Sr.
Category2,28,138,Miss Penny Pouros
Category1,74,176,Toni Wehner
Category2,49,156,Chris Auer
Category1,25,176,Dr. Phyllis Larkin
Category2,98,141,Israel Walter PhD
Category1,12,145,Johnnie Wintheiser
Category2,20,108,Kristie Gottlieb
Category1,95,192,Isabel Goodwin
Category2,46,188,Mr. Stephen Rodriguez
Category1,37,194,Priscilla Gislason
Category2,67,158,Gilbert Dietrich Jr.
Category1,79,196,Mrs. Wanda Harris
Category2,74,162,Carroll Quitzon
Category1,6,101,Miss Tasha Ondricka
Category2,85,177,Dr. Adrian Krajcik
Category1,81,116,Beulah Greenfelder
Category2,27,125,Kerry Spencer
Category1,95,138,Gloria Stroman III
Category2,69,176,Pablo Pagac
Category1,34,193,Drew Keebler
Category2,91,135,Dallas Fahey
Category1,73,134,Dennis Emard
Category2,17,135,Elisa Swift
Category1,96,116,Beatrice Romaguera
Category2,89,112,Donald Bergstrom Sr.
Category1,45,116,Casey Hauck
Category2,36,140,Vincent Langworth
Category1,51,185,Mrs. Krista Schuppe
Category2,40,126,Arlene Kertzmann
Category1,80,150,Myrtle Koepp
Category2,19,173,Everett Doyle
Category1,91,174,Francis Schinner
Category2,9,124,Walter Ortiz
Category1,40,102,Anne King
Category2,82,175,Lola Hahn
Category1,45,108,Forrest Swift
Category2,35,106,Diane Brekke
Category1,87,137,Homer Robel
Category2,8,185,Benjamin Olson
Category1,91,135,Hugh Mayer I
Category2,50,159,Tomas Franey
Category1,72,177,Kristina Johnston
Category2,63,180,Erica Haag
Category1,20,159,Jenny Mann
Category2,70,179,Phillip Schmidt-Steuber
Category1,93,110,Mr. Amos Schiller
Category2,37,173,Rick Will
Category1,12,177,Kristopher Jenkins
Category2,83,114,Leslie Sporer-Franey
Category1,1,124,Jasmine Rosenbaum
Category2,83,109,Shelia Hudson
Category1,33,114,Lola White II
Category2,86,147,Gerard Bailey
Category1,3,106,Fredrick Toy-Daugherty
Category2,21,149,Cody Beatty
Category1,9,185,Billy Jerde
Category2,63,140,Dr. Marilyn Jerde
Category1,14,167,Dr. Malcolm Kunze
Category2,47,125,Dr. Tim Turcotte
Category1,22,104,Loren Daugherty
Category2,83,120,Drew Stroman
Category1,70,160,Maryann Crona
Category2,47,164,Charlotte Streich-Steuber
Category1,21,170,Ms. Amelia Auer
Category2,4,200,Jeffrey Murray
Category1,7,101,Fernando Monahan
Category2,21,138,Gayle Parisian
Category1,75,142,Loretta Jacobi
Category2,53,180,Wilma O'Conner
Category1,51,138,Leroy Hodkiewicz
Category2,90,170,Francisco Cormier
Category1,34,146,Sonia Flatley
Category2,28,160,Claude Cronin
Category1,97,179,Laurence Buckridge
Category2,42,172,Mack Blanda IV
Category1,52,126,Andy Wolff
Category2,21,126,Desiree Oberbrunner
Category1,16,118,Salvatore Moen
Category2,82,174,Ethel Collins
Category1,14,200,Dr. Garry Vandervort
Category2,27,151,Garry Rippin
Category1,43,105,Claudia McGlynn-Carter
Category2,56,174,Dr. Vincent Ryan DVM
Category1,98,109,Peggy Emmerich
Category2,83,155,Elena McDermott
Category1,41,183,Glenda Kiehn
Category2,26,147,Gloria Zulauf
Category1,3,150,Kimberly Stroman
Category2,55,130,Dolores Morissette
Category1,40,155,Margarita Beatty
Category2,99,152,Mrs. Elaine Waters I
Category1,1,144,Robert Langosh
Category2,72,113,Mario Zulauf
Category1,44,184,Janice Kemmer
Category2,61,182,Marc Satterfield
Category1,28,144,Shelly Nicolas MD
Category2,8,198,Linda Ziemann
Category1,80,159,Amber Kessler
Category2,19,117,Miss Leah Koelpin
Category1,21,187,Jaime Beer
Category2,31,178,Brendan Sanford
Category1,19,150,Miss Elaine Emmerich
Category2,48,130,Miss Kendra Skiles
Category1,76,198,Robin Douglas
Category2,50,137,Matt Bergnaum
Category1,74,160,Lawrence Kub
Category2,25,152,Nichole Metz
Category1,97,163,Lena Zemlak
Category2,95,171,Conrad Runolfsdottir
Category1,76,103,Dr. Ginger Reilly
Category2,80,147,Justin Leannon III
Category1,96,147,Lance Wiegand
Category2,70,150,Sergio Keeling
Category1,26,131,Dr. Eduardo Steuber
Category2,26,105,Ellen Hackett
Category1,93,159,Jasmine Becker
Category2,18,148,Ida Monahan
Category1,92,144,Marcus Bogisich
Category2,2,199,Kristin Grimes
Category1,16,167,Johnny Huels
Category2,49,199,Sergio Emard
Category1,48,164,Rafael Swaniawski
Category2,2,116,Loretta Grimes MD
Category1,48,177,Renee Quitzon
Category2,72,161,Essie Dietrich-Sanford
Category1,49,179,Janice Lynch
Category2,75,150,Howard Kemmer
Category1,99,151,Shelly Stiedemann
Category2,32,180,Lionel Stokes PhD
Category1,24,176,Judy Luettgen
Category2,68,193,Lorena Auer
Category1,97,199,Michael Tromp
Category2,63,199,Allison Schmitt
Category1,81,195,Miss Karen Hoeger V
Category2,11,129,Clayton Ruecker
Category1,28,157,Sylvia Fay
Category2,35,119,Sheri Abbott
Category1,3,200,Courtney Heller
Category2,80,150,Vera Harvey
Category1,97,141,Desiree Gislason
Category2,89,141,Suzanne Hodkiewicz
Category1,70,177,Jack Hills
Category2,85,103,Dr. Alan Rosenbaum
Category1,54,131,Monica Botsford
Category2,77,194,Percy Jaskolski
Category1,25,125,Tami Carroll
Category2,96,109,Wilfred Skiles
Category1,74,154,Whitney Jakubowski
Category2,75,114,Bradford Auer
Category1,77,144,Austin Von
Category2,78,158,Casey Wolf
Category1,23,174,Dr. Andre Nicolas
Category2,55,129,Mr. Dana Bechtelar
Category1,95,167,Sally Lind
Category2,9,102,Lloyd Yost
Category1,55,165,Angelo Grimes
Category2,68,188,Angel Kling
Category1,60,145,Dr. Felipe Nolan
Category2,88,163,Ida Okuneva
Category1,71,105,Paula Roob I
Category2,71,103,Wilma Kub-Feeney
Category1,95,194,Faye Schuster DVM
Category2,26,164,Drew Emmerich
Category1,95,119,Terry Veum-Renner PhD
Category2,64,185,Dr. Irene Pfannerstill
Category1,79,145,Miss Casey Ortiz DDS
Category2,50,122,Shaun Bechtelar
Category1,79,193,Rickey Ruecker
Category2,36,156,Eunice Vandervort
Category1,82,106,Virginia Ward
Category2,67,175,Catherine Bailey
Category1,89,126,Dana Jast
Category2,47,107,Brent Daniel
Category1,89,119,Sherri Considine
Category2,35,199,Sammy Bruen
Category1,91,119,Lola Kozey
Category2,74,103,Vanessa Upton
Category1,71,106,Larry Doyle
Category2,79,135,Paula Friesen IV
Category1,87,121,Muriel Nitzsche
Category2,60,163,Lauren Maggio
Category1,79,156,Karen Adams DVM
Category2,79,105,Carmen Nitzsche
Category1,91,113,Laura Satterfield
Category2,53,106,Sherri Pacocha
Category1,83,108,Doyle Jacobi
Category2,77,144,Joan Grimes
Category1,80,160,Sadie Predovic
Category2,51,108,Mr. Owen McCullough
Category1,25,141,Dr. Luis Mosciski
Category2,56,169,Mr. Wilson Bailey
Category1,47,191,Dan Miller
Category2,54,111,Rudy Collier
Category1,52,123,Doreen Bogan
Category2,12,188,William McDermott
Category1,23,141,Dr. Franklin Kub
Category2,82,148,Lydia Kessler
Category1,20,182,Lynda Okuneva
Category2,20,151,Mr. Irving Walter-Heaney II
Category1,53,192,Betsy Zulauf
Category2,61,175,Lucy Weber
Category1,89,121,Mrs. Margaret Okuneva Jr.
Category2,15,180,Edith Parisian
Category1,50,189,Courtney Kihn II
Category2,24,108,Archie Treutel
Category1,47,181,Bobbie Jenkins
Category2,78,102,Judith King
Category1,77,134,Elizabeth Koch
Category2,9,160,Dewey Swift-Ondricka
Category1,39,144,Abel Schmitt
Category2,46,186,Ellis Bartell
Category1,23,189,Gregory Dicki
Category2,87,120,Joe Wilkinson
Category1,90,113,Karla Gorczany
Category2,67,145,Eula Kozey
Category1,43,135,Tommie Lakin
Category2,41,106,Mindy Stamm
Category1,22,167,Patricia Lueilwitz
Category2,56,151,Jonathan O'Reilly
Category1,3,142,Mrs. Marian Daugherty
Category2,61,155,Harvey Schuster
Category1,45,122,Fannie Abbott
Category2,47,190,Bill Mohr
Category1,13,173,Clara Gulgowski
Category2,41,127,Jodi Zemlak
Category1,84,144,Tracy Gulgowski
Category2,56,103,Marty Jones Jr.
Category1,42,160,Marco Ankunding
Category2,74,137,Doreen Kuphal V
Category1,65,199,Mr. Abel Purdy
Category2,61,114,Opal Kuhic
Category1,99,167,Brandy Kirlin
Category2,35,171,Josefina Rau
Category1,4,161,Blanca Jacobson
Category2,38,172,Jill Stanton
Category1,6,194,Jimmie Padberg
Category2,33,173,Tracy Cruickshank
Category1,93,151,Luther Reichel
Category2,2,171,Julius Heathcote
Category1,33,129,Dr. Eugene Thompson
Category2,13,116,Shane Maggio
Category1,69,199,Dennis Morissette
Category2,76,119,Noah Barton
Category1,31,198,Nina Cummings
Category2,68,159,Andy Grant
Category1,76,189,Cameron Kub
Category2,67,173,Carol Runolfsson
Category1,30,197,Max White
Category2,48,175,Melba Breitenberg
Category1,7,177,Melba Abernathy
Category2,50,129,Florence Macejkovic
Category1,85,115,Lois Veum
Category2,10,133,Janet Rath
Category1,14,161,Alicia Grimes-Graham
Category2,74,136,Darlene Kutch
Category1,11,125,Mrs. Hilda McDermott
Category2,4,176,Nellie Beatty
Category1,47,153,Peggy Nolan-Koss
Category2,74,156,Cynthia Botsford V
Category1,40,178,Carroll Marks
Category2,51,192,Rosie McDermott
Category1,75,182,Marilyn Gutmann IV
Category2,37,168,Hugh Casper
Category1,3,130,Ellis Champlin
Category2,74,146,Kirk Frami
Category1,47,101,Larry Ritchie
Category2,74,155,Jordan Borer
Category1,41,156,Ralph Steuber
Category2,45,159,Gayle Prosacco
Category1,18,167,Dallas Braun
Category2,31,102,Micheal Dickens
Category1,43,196,Evelyn Pfannerstill
Category2,48,111,Dr. Toby Stamm
Category1,42,124,Bridget Boyle
Category2,10,184,Kirk Hessel
Category1,41,198,Dan Tromp
Category2,69,151,Ginger Trantow
Category1,27,197,Darin Hickle
Category2,41,189,June Crist
Category1,55,118,Crystal Schamberger
Category2,62,160,Annie Graham MD
Category1,69,194,Mrs. Erin Doyle
Category2,17,200,Dr. Nicolas Rowe
Category1,56,129,Ricky Block
Category2,47,199,Willis Dach
Category1,60,101,Loren Rogahn
Category2,80,146,Miss Inez Morar
Category1,82,105,Bert Gislason
Category2,80,171,Sam Lubowitz I
Category1,41,197,Ramona Maggio
Category2,81,185,Marion Hudson
Category1,82,188,Miguel Koepp MD
Category2,82,110,Dr. Beatrice McClure
Category1,74,187,Leslie Bode
Category2,36,143,Herbert Marvin DDS
Category1,90,171,Trevor Brown
Category2,14,112,Harvey Kerluke
Category1,62,107,Terrence Lebsack
Category2,60,177,Eula McCullough
Category1,57,114,Alvin Boyer
Category2,88,165,Glenn Mayert
Category1,86,138,Shane Jacobi
Category2,96,142,Jacqueline Cartwright
Category1,57,136,Ron Nicolas
Category2,52,187,Tommy Franey
Category1,22,131,Mr. Terrence Crona
Category2,62,131,Devin Huels
Category1,18,182,Joy Haley
Category2,85,122,Lee Connelly
Category1,62,137,Dr. Andrew Kohler
Category2,1,167,Ellen Hansen
Category1,36,180,Vicky Moore
Category2,96,197,Merle Hills III
Category1,41,190,Gregory Kemmer DVM
Category2,49,134,Everett Kuvalis-Wilkinson
Category1,41,151,Megan Heidenreich
Category2,99,174,Roderick Ledner
Category1,52,195,Flora Bashirian
Category2,67,137,Doris Kub
Category1,97,158,Aubrey Erdman DVM
Category2,88,157,Forrest Fay
Category1,83,117,Ernesto Stehr
Category2,59,174,Joyce Lesch
Category1,57,178,Gertrude Howe
Category2,11,188,Loretta Treutel
Category1,46,117,Nellie Kuhn
Category2,83,103,Irvin Paucek
Category1,41,171,Marc Cummerata MD
Category2,43,126,Regina Heaney
Category1,87,108,Mr. Julio Beer
Category2,31,177,Rufus Morar
Category1,31,180,Bernard Leffler
Category2,70,187,Manuel Hansen
Category1,22,186,Samantha Ankunding
Category2,84,158,Kari Langosh III
Category1,58,117,Arnold Morissette V
Category2,21,107,Olivia Bartell
Category1,96,160,Mike Koepp
Category2,62,159,Gwen Gulgowski
Category1,4,123,Irma Weissnat
Category2,43,144,Jay Volkman DDS
Category1,15,172,Ginger Fritsch
Category2,9,173,Ignacio Huel
Category1,58,167,Johnny Pagac
Category2,15,161,Erik Schultz
Category1,51,143,Mrs. Tara Runte
Category2,47,108,Sonia Grimes PhD
Category1,19,172,Dr. Elmer Bergnaum
Category2,58,170,Clara Bosco
Category1,5,103,Jody Streich V
Category2,26,121,Carla Purdy II
Category1,88,102,Philip Breitenberg
Category2,61,182,Tamara Macejkovic
Category1,51,183,Miss Beverly VonRueden
Category2,54,121,Willie Gutkowski
Category1,77,199,Mathew Rippin
Category2,27,106,Mr. Cesar Feil IV
Category1,79,158,Robert Gutmann DDS
Category2,50,141,Sharon Effertz
Category1,29,126,Mrs. Tara Swaniawski
Category2,99,103,Dr. Alexander Smith
Category1,15,131,Evan Schneider
Category2,35,122,Madeline Muller IV
Category1,40,111,Nancy Hudson
Category2,37,134,Mr. Laurence McCullough
Category1,80,197,Claude Rice-Vandervort
Category2,43,133,Hugo Lakin
Category1,92,180,Theodore Schowalter
Category2,96,153,Johnnie Carroll
Category1,58,197,Mrs. Anna Lesch
Category2,31,137,Lucy Goldner
Category1,97,139,Wilfred Bradtke
Category2,4,197,Phil Jacobs-Kunze
Category1,6,129,Dr. Bryant Herzog
Category2,100,129,Brent Zemlak
Category1,68,167,Miss Rachel Ryan V
Category2,41,125,Roberta Douglas
Category1,43,144,Grady Hagenes
Category2,65,180,Johnathan Runolfsdottir-Shields
Category1,61,181,Jody King-Jacobson
Category2,26,124,Geraldine Douglas
Category1,1,145,Amelia Konopelski
Category2,33,174,Jo Crist
Category1,72,134,Myron Ledner
Category2,86,108,Angelo Friesen-Douglas
Category1,59,169,Miguel Swaniawski-Schmidt Sr.
Category2,39,199,Shannon Stokes
Category1,50,163,Gregory Batz
Category2,61,147,Johnny Bruen
Category1,51,139,Cora Renner
Category2,1,103,Debbie Howell
Category1,9,102,Rudy Volkman
Category2,81,178,Mr. Wilbur Bernier
Category1,44,108,Jay Altenwerth-Ward
Category2,58,156,Salvador Rogahn
Category1,24,127,Leona Padberg
Category2,47,139,Neil Boyle
Category1,57,179,Tyler Jerde
Category2,72,106,Nora Mraz
Category1,90,180,Desiree Satterfield
Category2,59,102,Jonathon Pfannerstill
Category1,55,119,Ms. Teri Jakubowski
Category2,91,196,Greg Carroll
Category1,87,109,Francisco Langosh
Category2,36,132,Miss Blanca Schultz IV
Category1,77,154,Darin Gulgowski-Simonis
Category2,54,133,Israel Morar
Category1,63,101,Julia Botsford
Category2,92,196,Mike McGlynn Jr.
Category1,59,168,Samantha Nicolas
Category2,11,130,Greg Romaguera
Category1,52,186,Wilson Rosenbaum
Category2,99,161,Courtney Stiedemann MD
Category1,30,111,Tiffany Beahan
Category2,47,184,Kenneth MacGyver
Category1,47,154,Rene Renner
Category2,33,195,Evelyn Wisoky
Category1,56,136,Nora D'Amore
Category2,36,155,Otis Senger-Steuber
Category1,22,154,Mr. Gary Yost
Category2,14,156,Darin Fritsch
Category1,68,139,Ismael Schiller
Category2,59,169,Francis Zieme
Category1,66,114,Donna Murphy
Category2,34,172,Jacqueline Marquardt
Category1,27,109,Ida Raynor IV
Category2,7,125,Janis D'Amore
Category1,62,177,Monica Langworth
Category2,35,198,Sandy Block
Category1,7,119,Dana Kemmer
Category2,2,197,Richard Tromp
Category1,21,114,Kerry Rutherford
Category2,70,115,Mr. Anthony Dickinson
Category1,99,191,Pedro VonRueden
Category2,29,133,Gregory Zboncak
Category1,9,130,Joshua Torp
Category2,86,199,Guadalupe Cassin
Category1,39,187,Matt Auer
Category2,78,139,Kristopher Brekke
Category1,11,136,Andre Reilly
Category2,8,114,Carolyn Pollich
Category1,44,148,Colleen Howe
Category2,96,121,Israel White
Category1,93,128,Ernesto Greenfelder
Category2,56,116,Tiffany Rosenbaum-McClure
Category1,29,123,Antoinette Kohler
Category2,34,105,Ricardo Ryan V
Category1,13,105,Johanna Hudson
Category2,25,138,Cheryl Christiansen
Category1,10,139,Emma Nicolas
Category2,53,181,Cora Gerhold
Category1,3,122,Archie Bauch
Category2,30,169,Hattie Stark
Category1,11,134,Yolanda MacGyver
Category2,83,126,Jordan Effertz
Category1,39,160,Tyrone Robel
Category2,40,155,Alton Blick
Category1,60,102,Lucia Pfannerstill
Category2,13,157,Lois Flatley
Category1,10,155,Jeannie Schinner
Category2,7,132,Kara McClure
Category1,5,107,Dr. Hubert Beier
Category2,66,140,Francisco Hessel
Category1,96,166,Mary Oberbrunner
Category2,3,151,Guillermo Nicolas
Category1,75,107,Antonia Wuckert
Category2,94,126,Pat Thompson-Fritsch
Category1,49,108,Franklin Rodriguez
Category2,56,176,Desiree Rowe
Category1,67,106,Rosa Schimmel II
Category2,52,175,Ms. Julia Graham
Category1,67,172,Kayla Reynolds
Category2,44,109,Saul Romaguera
Category1,66,176,Sergio Leuschke
Category2,34,170,Lester Feest
Category1,93,126,Hattie Zemlak
Category2,40,190,Ervin Nitzsche
Category1,44,116,Beatrice Boehm DDS
Category2,78,195,Dr. Clark West
Category1,50,180,Dr. Donna Wilkinson
